reviewId,title,text,stars,state,reviewUrl
ChdDSUhNMG9nS0VLeVdpWXpLN3ZuRnRRRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Sama seperti uniqlo lain di jogja,4,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLeVdpWXpLN3ZuRnRRRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEKyWiYzK7vnFtQE%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnTURRcGV1cmtBRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"pelayanan oleh staf nya bagus banget tapi sayangnya tadi waktu belanja di uniqlo pakuwon 2x disamperin mbak mbak 2 orang minta sumbangan dari yayasan kanker, waktu ditolak dia langsung judes. next mungkin keamanan nya di kondisikan lagi yahh",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRcGV1cmtBRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgMDQpeurkAE%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmNi1hRG1BRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"Guys, ada yg hbs self payment disini terus kartu kreditnya dipake transaksi tanpa OTP Amazon dgn mata uang USD? Aku payment tgl 07 Jan 2025 malem di Uniqlo Pakuwon Jogja, tgl 08 langsung dipake transaksi tanpa OTP itu. Apes2 lbh ati2 aja krn ini kan mesinnya kan gaada yg jaga juga. Gatau udh diapa2in orang apa blm",1,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmNi1hRG1BRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDf6-aDmAE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmbDdpUU13EAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Bisa self checkout jadi gak usah antri mau bayar, keren sih packing sendiri bayar sendiri",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNmbDdpUU13EAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICfl7iQMw%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmdThlM2FREAE,UNIQLO PAKUWON MALL JOGJA Sleman,Tempat yang cocok untuk cari yang casual dan simple,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNmdThlM2FREAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICfu8e3aQ%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3OGNua0xREAE,UNIQLO PAKUWON MALL JOGJA Sleman,Salah satu store terbesar uniqlo di Jogja,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ3OGNua0xREAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgID78cnkLQ%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNacDl5am93RRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"- Jenis Pakaian terbuat dr bahan kualitas bagus
- Harga standard dg kualitas yg baik
-  Metode pembayaran mudah & kadang ada promo/ potongan harga lewat aplikasi
- Tersedia berbagai macam pakaian baik casual, kerja, anak, dll",4,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNacDl5am93RRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICZp9yjowE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNMMnAyZ0p3EAE,UNIQLO PAKUWON MALL JOGJA Sleman,Barang ckup lengkap tapi diskon masih minim. Semoga kedepan bnyk diskonnya,4,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNMMnAyZ0p3EAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICL2p2gJw%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR6dE5HQVRBEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Pelayanan baik, kualitas produk sangat baik",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR6dE5HQVRBEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDztNGATA%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSURUM3VMalZBEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Lagi milih milih , mbak nya malah beberes terus di tempatku , kuliat di lipat lg, di liat di lipat lg, baru ku pegang dah di lipet lg persis di seblahku. jadi risih. Kurang ramah jg di bgian kasir, yg ramah cuma mbak mbak yg di fitting room .",3,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUM3VMalZBEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDT3uLjVA%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNULTgyQ01nEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"buat apa mikirin kepuasan pelanggan kalau kesejahteraan dan kenyamanan pegawaimu kalian hirauin, manager sama asisten manager kerjaannya marah doang. pernah mikirin perasaan pegawaimu ngga? toxic banget jujur.",1,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNULTgyQ01nEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICT-82CMg%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ5ODQzOVVnEAE,UNIQLO PAKUWON MALL JOGJA Sleman,Nyari baju ke sini aja. Bagus dan nyaman.,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5ODQzOVVnEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgID98439Ug%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNkdGNPa1pnEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Pegawai yang namanya sofiana tolong di asah lagi attitude sama mulutnya deh, atau minimal gausah dikasir deh dia. Suruh nyapu aja",1,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNkdGNPa1pnEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICdtcOkZg%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURONWRua25BRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"Aneh ya, kariawanya songong
Ada customer masih lihat - lihat barang, tanpa permisi barang langsung diganti display, tanpa ada ngomong apapun, kami taulah kalo mau ganti display, seenggaknya bilang dulu permisi. Gak ada manner",1,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURONWRua25BRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDN5dnknAE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNGNF9LSVNBEAE,UNIQLO PAKUWON MALL JOGJA Sleman,Harusnya ada tempat penitipan makanan & minuman kalo memang tidak bole bawa makanan minuman kedalam. Sudah di dalam mau belanja tidak jadi karna di suruh kluar. Tidak ada solusi.,1,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNGNF9LSVNBEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICF4_KISA%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNaMGZ5RWN3EAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Kak, kalo tuker size bisa ga ya?
Beli tadi siang",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaMGZ5RWN3EAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICZ0fyEcw%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNwMzh5Sm93RRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"Permasalahan selalu sama, tidak melayani pembayaran QRIS, ntah rusak ntah ga ada. Mau transfer jg tdk diperbolehkan. Toko sebesar ini pilihan pembayaran kok hanya ada cash dan kartu.",1,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwMzh5Sm93RRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICp38yJowE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNwbzhxRlFREAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Pas payment nanya bisa qris atau enggak jawabnya enggak, jadi ambil tunai dlu dengan catatan nnti langsung ke kasir gak perlu antri. Pas mau bayar terus langsung ke kasir, mbaknya melas ngomong gak ngeliat saya sambil bilang “antri dlu antri dlu”. akhirnya saya antri. Mohon konsistensi terkait informasi yang diberikan ya.",3,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwbzhxRlFREAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICpo8qFQQ%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURKMGVmTDZnRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Sangat luas berbagsi macam pakaian kekinian (selera anak muda banget) terpampang disini.,4,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKMGVmTDZnRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDJ0efL6gE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR4eTlQSkxREAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Seperti outlet UniQlo yang lain bersih,rapi dan dingin.. sayang yang dicari sizenya nga ada ",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4eTlQSkxREAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDxy9PJLQ%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR4NUtTbkxREAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Uniqlo pakuwon. Item lengkap, harga oke, cocok untuk pilihan belanja",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4NUtTbkxREAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDx5KSnLQ%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4dmJ1MUZ3EAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Uniqlo emang bahannya bagus bagus, nyaman dan awet awet sebenernya. Paling ada beberapa bahan aja yang emang cepat pudar.",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4dmJ1MUZ3EAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICxvbu1Fw%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN4M3N1czFRRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Sekuriti cukup membantu nyari anak ilang,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN4M3N1czFRRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICx3sus1QE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSURSOV9lNkRBEAE,UNIQLO PAKUWON MALL JOGJA Sleman,Store Uniqlo yang cukup besar di pakuwon,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSOV9lNkRBEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDR9_e6DA%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSURSclplTlF3EAE,UNIQLO PAKUWON MALL JOGJA Sleman,Tahukah kamu kalau harga yg ada di Uniqlo Pakuwon lebih murah daripada yg di Amplaz? (⁠｡⁠•̀⁠ᴗ⁠-⁠)⁠✧. Pokoknya jd salah satu tenant belanja favorit kalo main ke Pakuwon.,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSclplTlF3EAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDRrZeNQw%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURSNGRQczlnRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Gk lupa slalu beli uniqlo,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSNGRQczlnRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDR4dPs9gE%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURSdHNlTnlnRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"Kualitas baju oke bgt
Salah satu uniqlo yg terlengkap dan terbesar di jogja
Pelayanan cepat dan ramah
Kebersihan oke bgt",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSdHNlTnlnRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDRtseNygE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSURSeHBpU1V3EAE,UNIQLO PAKUWON MALL JOGJA Sleman,Nah ini nyaman belanja Di tempat seperti ini...,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSeHBpU1V3EAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDRxpiSUw%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNSeDZXMktnEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Pilihan outfitnya banyak banget, bahannya juga adem banget gausah di ragukan. Kalau pengen dapat diskon potongan 50 rb bisa intsall aplikasi uniqlonya tar dapat voucher.",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSeDZXMktnEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICRx6W2Kg%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNSOU1Da3JRRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Loyal customer dari uniqlo cuma ada di Grand Indonesia. Ada di lantai UG pakuwon mall. Happy shopping ☺,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSOU1Da3JRRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICR9MCkrQE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNSOEpTUkpREAE,UNIQLO PAKUWON MALL JOGJA Sleman,Kurang lengkap dan kurang tag merah,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSOEpTUkpREAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgICR8JSRJQ%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURocjducGhBRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"Awalnya cuma lihat, trus pegang2, akhirnya bawa pulang",4,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURocjducGhBRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDhr7nphAE%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURoM2NXQ2hRRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Kualitas bagus dan kalau beruntung bisa dapat harga murah,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoM2NXQ2hRRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDh3cWChQE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSURoZ3QyRlFBEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Bintang 5, foto beda gpp",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoZ3QyRlFBEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDhgt2FQA%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNoczVqbThRRRAB,UNIQLO PAKUWON MALL JOGJA Sleman,"Dah ga perlu diragukan lagi produk-produk Uniqlo, segi model & bahan berkualitas, outlet Uniqlo favorit klo di Jogja, hampir setiap bulan mesti kesini dan beli, banyak sale nya juga",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoczVqbThRRRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIChs5jm8QE%7C%7C?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR3cnVMRUhnEAE,UNIQLO PAKUWON MALL JOGJA Sleman,"Pokoknya puas banget belanja di uniqlo.. staffnya ramah2... semua item bisa dicoba. Kecuali warna putih ya... dan item2 dalam kemasan juga boleh dicoba. Tp jangan dibuka sendiri. Karena ada contoh yang d hanger, khusus buat dicoba...",5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR3cnVMRUhnEAE!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDwruLEHg%7C%7C?hl=en
ChdDSUhNMG9nS0VJQ0FnSURCejllODJ3RRAB,UNIQLO PAKUWON MALL JOGJA Sleman,Tempat yg oke untuk belanja sesuai kategori,5,Special Region of Yogyakarta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCejllODJ3RRAB!2m1!1s0x0:0x4d403ba7a71e1e18!3m1!1s2@1:CIHM0ogKEICAgIDBz9e82wE%7C%7C?hl=en
